4.000326567,37.799
4.0006599,37.792
4.000993233,37.801
4.001326567,37.827
4.0016599,37.856
4.001993233,37.889
4.002326567,37.927
4.0026599,37.967
4.002993233,38.005
4.003326567,38.04
4.0036599,38.071
4.003993233,38.1
4.004326567,38.122
4.0046599,38.137
4.004993233,38.146
4.005326567,38.148
4.0056599,38.142
4.005993233,38.131
4.006326567,38.114
4.0066599,38.093
4.006993233,38.07
4.007326567,38.048
4.0076599,38.029
4.007993233,38.013
4.008326567,38
4.0086599,37.99
4.008993233,37.99
4.009326567,37.991
4.0096599,37.992
4.009993233,37.994
4.010326567,37.997
4.0106599,37.999
4.010993233,38.002
4.011326567,38.005
4.0116599,38.007
4.011993233,38.009
4.012326567,38.01
4.0126599,38.01
4.012993233,38.01
4.013326567,38.009
4.0136599,38.007
4.013993233,38.005
4.014326567,38.002
4.0146599,37.999
4.014993233,37.994
4.015326567,37.988
4.0156599,37.98
4.015993233,37.972
4.016326567,37.962
4.0166599,37.951
4.016993233,37.94
4.017326567,37.927
4.0176599,37.914
4.017993233,37.9
4.018326567,37.886
4.0186599,37.872
4.018993233,37.858
4.019326567,37.844
4.0196599,37.83
4.019993233,37.816
4.020326567,37.803
4.0206599,37.792
4.020993233,37.783
4.021326567,37.775
4.0216599,37.768
4.021993233,37.763
4.022326567,37.758
4.0226599,37.754
4.022993233,37.751
4.023326567,37.748
4.0236599,37.745
4.023993233,37.743
4.024326567,37.742
4.0246599,37.741
4.024993233,37.74
4.025326567,37.741
4.0256599,37.741
4.025993233,37.741
4.026326567,37.741
4.0266599,37.741
4.026993233,37.74
4.027326567,37.739
4.0276599,37.737
4.027993233,37.735
4.028326567,37.732
4.0286599,37.728
4.028993233,37.724
4.029326567,37.719
4.0296599,37.713
4.029993233,37.707
4.030326567,37.699
4.0306599,37.69
4.030993233,37.681
4.031326567,37.671
4.0316599,37.661
4.031993233,37.65
4.032326567,37.638
4.0326599,37.626
4.032993233,37.614
4.033326567,37.603
4.0336599,37.593
4.033993233,37.583
4.034326567,37.575
4.0346599,37.568
4.034993233,37.562
4.035326567,37.557
4.0356599,37.554
4.035993233,37.552
4.036326567,37.551
4.0366599,37.551
4.036993233,37.553
4.037326567,37.556
4.0376599,37.56
4.037993233,37.565
4.038326567,37.569
4.0386599,37.574
4.038993233,37.58
4.039326567,37.587
4.0396599,37.594
4.039993233,37.601
4.040326567,37.608
4.0406599,37.614
4.040993233,37.62
4.041326567,37.626
4.0416599,37.632
4.041993233,37.638
4.042326567,37.642
4.0426599,37.646
4.042993233,37.649
4.043326567,37.651
4.0436599,37.653
4.043993233,37.654
4.044326567,37.655
4.0446599,37.654
4.044993233,37.653
4.045326567,37.651
4.0456599,37.649
4.045993233,37.646
4.046326567,37.643
4.0466599,37.639
4.046993233,37.636
4.047326567,37.632
4.0476599,37.628
4.047993233,37.624
4.048326567,37.621
4.0486599,37.617
4.048993233,37.615
4.049326567,37.615
4.0496599,37.615
4.049993233,37.616
4.050326567,37.618
4.0506599,37.62
4.050993233,37.624
4.051326567,37.629
4.0516599,37.635
4.051993233,37.642
4.052326567,37.648
4.0526599,37.655
4.052993233,37.662
4.053326567,37.669
4.0536599,37.677
4.053993233,37.685
4.054326567,37.692
4.0546599,37.699
4.054993233,37.705
4.055326567,37.712
4.0556599,37.719
4.055993233,37.725
4.056326567,37.73
4.0566599,37.734
4.056993233,37.739
4.057326567,37.746
4.0576599,37.753
4.057993233,37.763
4.058326567,37.773
4.0586599,37.786
4.058993233,37.8
4.059326567,37.816
4.0596599,37.834
4.059993233,37.856
4.060326567,37.88
4.0606599,37.909
4.060993233,37.941
4.061326567,37.976
4.0616599,38.015
4.061993233,38.058
4.062326567,38.103
4.0626599,38.151
4.062993233,38.202
4.063326567,38.255
4.0636599,38.309
4.063993233,38.364
4.064326567,38.42
4.0646599,38.476
4.064993233,38.532
4.065326567,38.588
4.0656599,38.644
4.065993233,38.699
4.066326567,38.752
4.0666599,38.804
4.066993233,38.855
4.067326567,38.904
4.0676599,38.951
4.067993233,38.996
4.068326567,39.04
4.0686599,39.083
4.068993233,39.124
4.069326567,39.165
4.0696599,39.206
4.069993233,39.247
4.070326567,39.288
4.0706599,39.328
4.070993233,39.369
4.071326567,39.411
4.0716599,39.454
4.071993233,39.498
4.072326567,39.544
4.0726599,39.59
4.072993233,39.637
4.073326567,39.685
4.0736599,39.735
4.073993233,39.785
4.074326567,39.835
4.0746599,39.884
4.074993233,39.932
4.075326567,39.979
4.0756599,40.025
4.075993233,40.069
4.076326567,40.112
4.0766599,40.152
4.076993233,40.19
4.077326567,40.224
4.0776599,40.255
4.077993233,40.282
4.078326567,40.305
4.0786599,40.324
4.078993233,40.338
4.079326567,40.348
4.0796599,40.355
4.079993233,40.357
4.080326567,40.357
4.0806599,40.355
4.080993233,40.35
4.081326567,40.344
4.0816599,40.335
4.081993233,40.325
4.082326567,40.315
4.0826599,40.305
4.082993233,40.294
4.083326567,40.285
4.0836599,40.277
4.083993233,40.272
4.084326567,40.268
4.0846599,40.266
4.084993233,40.267
4.085326567,40.268
4.0856599,40.271
4.085993233,40.276
4.086326567,40.282
4.0866599,40.29
4.086993233,40.299
4.087326567,40.31
4.0876599,40.322
4.087993233,40.335
4.088326567,40.347
4.0886599,40.36
4.088993233,40.372
4.089326567,40.385
4.0896599,40.397
4.089993233,40.408
4.090326567,40.419
4.0906599,40.428
4.090993233,40.436
4.091326567,40.443
4.0916599,40.448
4.091993233,40.452
4.092326567,40.454
4.0926599,40.453
4.092993233,40.451
4.093326567,40.445
4.0936599,40.436
4.093993233,40.425
4.094326567,40.413
4.0946599,40.399
4.094993233,40.383
4.095326567,40.367
4.0956599,40.35
4.095993233,40.332
4.096326567,40.314
4.0966599,40.297
4.096993233,40.281
4.097326567,40.266
4.0976599,40.253
4.097993233,40.241
4.098326567,40.232
4.0986599,40.226
4.098993233,40.221
4.099326567,40.219
4.0996599,40.219
4.099993233,40.221
4.100326567,40.226
4.1006599,40.231
4.100993233,40.238
4.101326567,40.246
4.1016599,40.255
4.101993233,40.265
4.102326567,40.275
4.1026599,40.286
4.102993233,40.297
4.103326567,40.309
4.1036599,40.32
4.103993233,40.331
4.104326567,40.339
4.1046599,40.347
4.104993233,40.353
4.105326567,40.359
4.1056599,40.363
4.105993233,40.366
4.106326567,40.367
4.1066599,40.367
4.106993233,40.364
4.107326567,40.36
4.1076599,40.354
4.107993233,40.346
4.108326567,40.337
4.1086599,40.327
4.108993233,40.315
4.109326567,40.301
4.1096599,40.286
4.109993233,40.271
4.110326567,40.256
4.1106599,40.241
4.110993233,40.226
4.111326567,40.212
4.1116599,40.2
4.111993233,40.188
4.112326567,40.178
4.1126599,40.17
4.112993233,40.163
4.113326567,40.158
4.1136599,40.155
4.113993233,40.154
4.114326567,40.155
4.1146599,40.158
4.114993233,40.162
4.115326567,40.168
4.1156599,40.174
4.115993233,40.183
4.116326567,40.192
4.1166599,40.202
4.116993233,40.212
4.117326567,40.221
4.1176599,40.23
4.117993233,40.239
4.118326567,40.248
4.1186599,40.256
4.118993233,40.263
4.119326567,40.27
4.1196599,40.276
4.119993233,40.28
4.120326567,40.283
4.1206599,40.284
4.120993233,40.284
4.121326567,40.283
4.1216599,40.28
4.121993233,40.275
4.122326567,40.268
4.1226599,40.259
4.122993233,40.25
4.123326567,40.238
4.1236599,40.224
4.123993233,40.21
4.124326567,40.194
4.1246599,40.178
4.124993233,40.161
4.125326567,40.144
4.1256599,40.128
4.125993233,40.113
4.126326567,40.099
4.1266599,40.087
4.126993233,40.077
4.127326567,40.069
4.1276599,40.063
4.127993233,40.059
4.128326567,40.058
4.1286599,40.059
4.128993233,40.062
4.129326567,40.067
4.1296599,40.073
4.129993233,40.082
4.130326567,40.093
4.1306599,40.104
4.130993233,40.115
4.131326567,40.126
4.1316599,40.137
4.131993233,40.149
4.132326567,40.161
4.1326599,40.171
4.132993233,40.181
4.133326567,40.189
4.1336599,40.197
4.133993233,40.206
4.134326567,40.213
4.1346599,40.219
4.134993233,40.224
4.135326567,40.227
4.1356599,40.228
4.135993233,40.228
4.136326567,40.227
4.1366599,40.223
4.136993233,40.218
4.137326567,40.21
4.1376599,40.201
4.137993233,40.19
4.138326567,40.178
4.1386599,40.165
4.138993233,40.15
